rdfid,concept,weight,direction,content_type,topic_name,order
DataUpdate5,SetOperation,1,1,example,"Tuple Update",120
DataUpdate3,NumericType,1,0,example,"Tuple Update",120
DataUpdate5,SQLBasicConcept,1,1,example,"Tuple Update",120
DataUpdate3,NullValueIgnorance,1,1,example,"Tuple Update",120
DataUpdate2,ReferentialAction,1,1,example,"Tuple Update",120
DataUpdate4,BracketCharacter,1,0,example,"Tuple Update",120
DataUpdate1,UpdateStatement,1,0,example,"Tuple Update",120
DataUpdate4,GroupBy,1,1,example,"Tuple Update",120
DataSelection1,SelectClause,1,0,example,SELECT-FROM,140
SELECT-FROM_question3,SingleTableSelection,1,1,question,SELECT-FROM,140
SELECT-FROM_question5,AttributeColumn,1,0,question,SELECT-FROM,140
SELECT-DISTINCT_question6,AttributeName,1,1,question,SELECT-FROM,140
SELECT-FROM_question2,AttributeName,1,1,question,SELECT-FROM,140
DataSelection4,DistinctClause,1,0,example,SELECT-FROM,140
SELECT-FROM_question4,SelectStatement,1,1,question,SELECT-FROM,140
SELECT-DISTINCT_question6,Column,1,1,question,SELECT-FROM,140
SELECT-FROM_question2,Tuple,1,1,question,SELECT-FROM,140
DataSelection4,SingleTableSelection,1,0,example,SELECT-FROM,140
SELECT-FROM_question4,SingleTableSelection,1,1,question,SELECT-FROM,140
SELECT-DISTINCT_question6,SingleAttributeSelection,1,1,question,SELECT-FROM,140
SELECT-FROM_question2,AttributeColumn,1,0,question,SELECT-FROM,140
DataSelection3,AllAttributeSelection,1,0,example,SELECT-FROM,140
SELECT-FROM_question5,Instance,1,1,question,SELECT-FROM,140
SELECT-FROM_question1,Column,1,1,question,SELECT-FROM,140
DataSelection3,IntegrityConstraint,1,1,example,SELECT-FROM,140
SELECT-FROM_question4,RenamingAttribute,1,1,question,SELECT-FROM,140
SELECT-FROM_question5,RenameClause,1,1,question,SELECT-FROM,140
SELECT-FROM_question1,TupleRow,1,0,question,SELECT-FROM,140
DataSelection2,SelectClause,1,0,example,SELECT-FROM,140
SELECT-FROM_question3,AttributeName,1,1,question,SELECT-FROM,140
SELECT-FROM_question5,MultipleAttributeSelection,1,1,question,SELECT-FROM,140
DataSelection1,FromClause,1,0,example,SELECT-FROM,140
SELECT-FROM_question3,Tuple,1,1,question,SELECT-FROM,140
DataSelection1,RightWhitespaceTrim,1,1,example,SELECT-FROM,140
SELECT-FROM_question3,AttributeColumn,1,0,question,SELECT-FROM,140
SELECT-FROM_question4,Instance,1,1,question,SELECT-FROM,140
SELECT-DISTINCT_question6,FromClause,1,1,question,SELECT-FROM,140
SELECT-FROM_question2,SelectStatement,1,1,question,SELECT-FROM,140
DataSelection4,SelectClause,1,0,example,SELECT-FROM,140
SELECT-FROM_question4,RenameClause,1,1,question,SELECT-FROM,140
SELECT-DISTINCT_question6,DuplicateHandling,1,1,question,SELECT-FROM,140
SELECT-FROM_question2,SingleAttributeSelection,1,1,question,SELECT-FROM,140
DataSelection3,AttributeName,1,0,example,SELECT-FROM,140
SELECT-DISTINCT_question6,SELECT-FROM,0.37,1,question,SELECT-FROM,140
SELECT-FROM_question1,FromClause,1,1,question,SELECT-FROM,140
DataSelection3,SingleTableSelection,1,0,example,SELECT-FROM,140
SELECT-FROM_question5,Column,1,1,question,SELECT-FROM,140
SELECT-FROM_question1,SingleTableSelection,1,1,question,SELECT-FROM,140
DataSelection2,SelectStatement,1,0,example,SELECT-FROM,140
SELECT-FROM_question4,AttributeColumn,1,0,question,SELECT-FROM,140
SELECT-FROM_question5,SingleTableSelection,1,1,question,SELECT-FROM,140
DataSelection2,CountingNoInColumn,1,1,example,SELECT-FROM,140
SELECT-FROM_question3,SelectStatement,1,1,question,SELECT-FROM,140
DataSelection1,SingleAttributeSelection,1,0,example,SELECT-FROM,140
SELECT-FROM_question3,MultipleAttributeSelection,1,1,question,SELECT-FROM,140
SELECT-FROM_question5,SELECT-FROM,0.37,1,question,SELECT-FROM,140
SELECT-DISTINCT_question6,Instance,1,1,question,SELECT-FROM,140
SELECT-FROM_question2,Instance,1,1,question,SELECT-FROM,140
DataSelection4,FromClause,1,0,example,SELECT-FROM,140
SELECT-FROM_question4,Column,1,1,question,SELECT-FROM,140
SELECT-DISTINCT_question6,Tuple,1,1,question,SELECT-FROM,140
SELECT-FROM_question2,SelectClause,1,1,question,SELECT-FROM,140
DataSelection4,RightWhitespaceTrim,1,1,example,SELECT-FROM,140
SELECT-DISTINCT_question6,TupleRow,1,0,question,SELECT-FROM,140
SELECT-FROM_question2,SELECT-FROM,0.37,1,question,SELECT-FROM,140
DataSelection3,SelectStatement,1,0,example,SELECT-FROM,140
SELECT-FROM_question5,FromClause,1,1,question,SELECT-FROM,140
SELECT-FROM_question1,Tuple,1,1,question,SELECT-FROM,140
DataSelection2,AttributeName,1,0,example,SELECT-FROM,140
SELECT-FROM_question4,SingleAttributeSelection,1,1,question,SELECT-FROM,140
SELECT-FROM_question5,AttributeAlias,1,1,question,SELECT-FROM,140
SELECT-FROM_question1,AttributeColumn,1,0,question,SELECT-FROM,140
DataSelection2,SingleTableSelection,1,0,example,SELECT-FROM,140
SELECT-FROM_question3,Instance,1,1,question,SELECT-FROM,140
DataSelection1,SelectStatement,1,0,example,SELECT-FROM,140
SELECT-FROM_question3,SelectClause,1,1,question,SELECT-FROM,140
SELECT-FROM_question5,TupleRow,1,0,question,SELECT-FROM,140
DataSelection1,LeftWhitespaceTrim,1,1,example,SELECT-FROM,140
SELECT-FROM_question3,SELECT-FROM,0.37,1,question,SELECT-FROM,140
DataSelection4,AttributeName,1,0,example,SELECT-FROM,140
SELECT-FROM_question4,FromClause,1,1,question,SELECT-FROM,140
SELECT-DISTINCT_question6,SelectStatement,1,1,question,SELECT-FROM,140
SELECT-FROM_question2,Column,1,1,question,SELECT-FROM,140
DataSelection4,SingleAttributeSelection,1,0,example,SELECT-FROM,140
SELECT-FROM_question4,AttributeAlias,1,1,question,SELECT-FROM,140
SELECT-DISTINCT_question6,MultipleAttributeSelection,1,0,question,SELECT-FROM,140
SELECT-FROM_question2,TupleRow,1,0,question,SELECT-FROM,140
DataSelection3,FromClause,1,0,example,SELECT-FROM,140
SELECT-FROM_question5,AttributeName,1,1,question,SELECT-FROM,140
SELECT-FROM_question1,SelectStatement,1,1,question,SELECT-FROM,140
DataSelection3,RightWhitespaceTrim,1,1,example,SELECT-FROM,140
SELECT-FROM_question5,Tuple,1,1,question,SELECT-FROM,140
SELECT-FROM_question1,AllAttributeSelection,1,1,question,SELECT-FROM,140
DataSelection2,MultipleAttributeSelection,1,0,example,SELECT-FROM,140
SELECT-FROM_question4,SELECT-FROM,0.37,1,question,SELECT-FROM,140
SELECT-FROM_question5,RenamingAttribute,1,1,question,SELECT-FROM,140
DataSelection1,AttributeName,1,0,example,SELECT-FROM,140
SELECT-FROM_question3,Column,1,1,question,SELECT-FROM,140
DataSelection1,SingleTableSelection,1,0,example,SELECT-FROM,140
SELECT-FROM_question3,TupleRow,1,0,question,SELECT-FROM,140
SELECT-FROM_question4,AttributeName,1,1,question,SELECT-FROM,140
SELECT-DISTINCT_question6,DistinctClause,1,1,question,SELECT-FROM,140
SELECT-FROM_question2,FromClause,1,1,question,SELECT-FROM,140
DataSelection4,SelectStatement,1,0,example,SELECT-FROM,140
SELECT-FROM_question4,Tuple,1,1,question,SELECT-FROM,140
SELECT-DISTINCT_question6,SingleTableSelection,1,1,question,SELECT-FROM,140
SELECT-FROM_question2,SingleTableSelection,1,1,question,SELECT-FROM,140
DataSelection4,IntegrityOnUpdate,1,1,example,SELECT-FROM,140
SELECT-DISTINCT_question6,AttributeColumn,1,0,question,SELECT-FROM,140
SELECT-FROM_question1,Instance,1,1,question,SELECT-FROM,140
DataSelection3,SelectClause,1,0,example,SELECT-FROM,140
SELECT-FROM_question5,SelectStatement,1,1,question,SELECT-FROM,140
SELECT-FROM_question1,SelectClause,1,1,question,SELECT-FROM,140
DataSelection2,FromClause,1,0,example,SELECT-FROM,140
SELECT-FROM_question4,TupleRow,1,0,question,SELECT-FROM,140
SELECT-FROM_question5,AsClause,1,1,question,SELECT-FROM,140
SELECT-FROM_question1,SELECT-FROM,0.37,1,question,SELECT-FROM,140
DataSelection2,RightWhitespaceTrim,1,1,example,SELECT-FROM,140
SELECT-FROM_question3,FromClause,1,1,question,SELECT-FROM,140
Arithmetic_Expressions_question2,SelectStatement,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,Instance,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,TupleRow,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question2,Division,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,Tuple,1,0,question,"Arithmetic Expressions",160
DataSelection12,FromClause,1,0,example,"Arithmetic Expressions",160
Arithmetic_Expressions_question2,AttributeColumn,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,TupleRow,1,0,question,"Arithmetic Expressions",160
DataSelection12,SingleTableSelection,1,0,example,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,Instance,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,FromClause,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,MultipleAttributeSelection,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,DivisionExpression,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question2,"Arithmetic Expressions",0.38,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,TupleRow,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,RenamingAttribute,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,SelectStatement,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question2,Instance,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,"Arithmetic Expressions",0.38,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,SingleTableSelection,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question2,DivisionExpression,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,NumericType,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,"Arithmetic Expressions",0.38,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question2,TupleRow,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,SingleTableSelection,1,0,question,"Arithmetic Expressions",160
DataSelection12,CommaCharacter,1,0,example,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,"Arithmetic Expressions",0.38,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,AttributeName,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,SelectStatement,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,MultipleAttributeSelection,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,SingleTableSelection,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,Division,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,MultiplicationExpression,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,"Arithmetic Expressions",0.38,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,DomainType,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,SingleAttributeSelection,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question2,NumericType,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,FromClause,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,DomainType,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question2,SingleTableSelection,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,DivisionExpression,1,1,question,"Arithmetic Expressions",160
DataSelection12,SelectStatement,1,0,example,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,DomainType,1,1,question,"Arithmetic Expressions",160
DataSelection12,NullValueIgnorance,1,1,example,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,MultiplicationExpression,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,SelectStatement,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,Tuple,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,RenameClause,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,AttributeName,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,DomainType,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,MultipleAttributeSelection,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,NumericType,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question2,FromClause,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,AttributeName,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,SingleAttributeSelection,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question2,SingleAttributeSelection,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,MultipleAttributeSelection,1,0,question,"Arithmetic Expressions",160
DataSelection12,MultiplicationExpression,1,0,example,"Arithmetic Expressions",160
Arithmetic_Expressions_question2,DomainType,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,MultipleAttributeSelection,1,1,question,"Arithmetic Expressions",160
DataSelection12,SelectClause,1,0,example,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,AttributeName,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,Instance,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,NumericType,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,Tuple,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,MultipleAttributeSelection,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,SingleTableSelection,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,FromClause,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question2,AttributeName,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,AttributeColumn,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,Multiplication,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question2,Tuple,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,SelectStatement,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,AttributeColumn,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question2,SingleAttributeSelection,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,Division,1,1,question,"Arithmetic Expressions",160
DataSelection12,MultipleAttributeSelection,1,0,example,"Arithmetic Expressions",160
Arithmetic_Expressions_question4,AttributeColumn,1,0,question,"Arithmetic Expressions",160
DataSelection12,CountingNoInColumn,1,1,example,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,FromClause,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,NumericType,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,Multiplication,1,1,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,AttributeAlias,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,Instance,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question3,AttributeColumn,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question5,TupleRow,1,0,question,"Arithmetic Expressions",160
Arithmetic_Expressions_question1,Tuple,1,0,question,"Arithmetic Expressions",160
SELECT-FROM-WHERE_question2,FromClause,1,0,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,NumericType,1,0,question,SELECT-FROM-WHERE,180
DataSelection9,NumericType,1,0,example,SELECT-FROM-WHERE,180
DataSelection7,IntegrityConstraint,1,1,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,SingleTableSelection,1,0,question,SELECT-FROM-WHERE,180
DataSelection13,EquiWhereJoin,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question2,EqualComparison,1,1,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,SingleAttributeSelection,1,0,question,SELECT-FROM-WHERE,180
DataSelection9,SetOperation,1,1,example,SELECT-FROM-WHERE,180
DataSelection6,MultipleAttributeSelection,1,0,example,SELECT-FROM-WHERE,180
DataSelection13,SelectClause,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,AttributeName,1,0,question,SELECT-FROM-WHERE,180
DataSelection15,SelectStatement,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,MultipleAttributeSelection,1,0,question,SELECT-FROM-WHERE,180
DataSelection8,MultiplicationExpression,1,0,example,SELECT-FROM-WHERE,180
DataSelection6,CountingNoInColumn,1,1,example,SELECT-FROM-WHERE,180
DataSelection13,FixedLengthCharacterString,1,1,example,SELECT-FROM-WHERE,180
DataSelection15,SingleTableSelection,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,Instance,1,0,question,SELECT-FROM-WHERE,180
DataSelection8,MultipleAttributeSelection,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,FromClause,1,0,question,SELECT-FROM-WHERE,180
DataSelecton11,NumericType,1,0,example,SELECT-FROM-WHERE,180
DataSelection14,SelectStatement,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,Tuple,1,0,question,SELECT-FROM-WHERE,180
DataSelection8,SetOperation,1,1,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,EqualComparison,1,1,question,SELECT-FROM-WHERE,180
DataSelecton11,SingleAttributeSelection,1,0,example,SELECT-FROM-WHERE,180
DataSelection7,AttributeName,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,Instance,1,0,question,SELECT-FROM-WHERE,180
DataSelection14,SingleTableSelection,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,SingleTableSelection,1,0,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,DomainType,1,0,question,SELECT-FROM-WHERE,180
DataSelecton11,Assertion,1,1,example,SELECT-FROM-WHERE,180
DataSelection7,GreaterThanComparison,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,NumericType,1,0,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question2,Instance,1,0,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,FromClause,1,0,question,SELECT-FROM-WHERE,180
DataSelection9,FromClause,1,0,example,SELECT-FROM-WHERE,180
DataSelection7,RightWhitespaceTrim,1,1,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,EqualComparison,1,1,question,SELECT-FROM-WHERE,180
DataSelection13,FromClause,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question2,StringType,1,1,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,GreaterThanComparison,1,1,question,SELECT-FROM-WHERE,180
DataSelection9,WhereClause,1,0,example,SELECT-FROM-WHERE,180
DataSelection6,SelectStatement,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,SELECT-FROM-WHERE,0.38,1,question,SELECT-FROM-WHERE,180
DataSelection13,MultipleTableSelection,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question2,DomainType,1,1,question,SELECT-FROM-WHERE,180
DataSelection15,SingleQuotationCharacter,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,OrLogicOperation,1,1,question,SELECT-FROM-WHERE,180
DataSelection9,CountingNoInColumn,1,1,example,SELECT-FROM-WHERE,180
DataSelection6,EqualComparison,1,0,example,SELECT-FROM-WHERE,180
DataSelection13,CountingRows,1,1,example,SELECT-FROM-WHERE,180
DataSelection15,SelectClause,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,AndLogicalOperator,1,1,question,SELECT-FROM-WHERE,180
DataSelection8,SelectStatement,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,Instance,1,0,question,SELECT-FROM-WHERE,180
DataSelecton11,FromClause,1,0,example,SELECT-FROM-WHERE,180
DataSelection15,CountingNoInColumn,1,1,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,SelectStatement,1,0,question,SELECT-FROM-WHERE,180
DataSelection8,WhereClause,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,StringType,1,1,question,SELECT-FROM-WHERE,180
DataSelecton11,SelectClause,1,0,example,SELECT-FROM-WHERE,180
DataSelection14,WhereClause,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,EqualComparison,1,1,question,SELECT-FROM-WHERE,180
DataSelection8,CountingNoInColumn,1,1,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,SingleTableSelection,1,0,question,SELECT-FROM-WHERE,180
DataSelecton11,SetOperation,1,1,example,SELECT-FROM-WHERE,180
DataSelection7,SelectStatement,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,LessThanComparison,1,1,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,SELECT-FROM-WHERE,0.38,1,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,Instance,1,0,question,SELECT-FROM-WHERE,180
DataSelection9,AttributeName,1,0,example,SELECT-FROM-WHERE,180
DataSelection7,SingleTableSelection,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,GreaterThanComparison,1,1,question,SELECT-FROM-WHERE,180
DataSelection13,AndLogicalOperator,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question2,SelectStatement,1,0,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,Tuple,1,0,question,SELECT-FROM-WHERE,180
DataSelection9,MultipleAttributeSelection,1,0,example,SELECT-FROM-WHERE,180
DataSelection6,AttributeName,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,SingleAttributeSelection,1,0,question,SELECT-FROM-WHERE,180
DataSelection13,MultipleAttributeSelection,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question2,SingleTableSelection,1,0,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,OrLogicalOperator,1,1,question,SELECT-FROM-WHERE,180
DataSelection9,RightWhitespaceTrim,1,1,example,SELECT-FROM-WHERE,180
DataSelection6,SelectClause,1,0,example,SELECT-FROM-WHERE,180
DataSelection13,WhereClause,1,0,example,SELECT-FROM-WHERE,180
DataSelection15,MultipleAttributeSelection,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,DomainType,1,0,question,SELECT-FROM-WHERE,180
DataSelection8,FromClause,1,0,example,SELECT-FROM-WHERE,180
DataSelection6,ReferentialAction,1,1,example,SELECT-FROM-WHERE,180
DataSelecton11,AndLogicalOperator,1,0,example,SELECT-FROM-WHERE,180
DataSelection15,SetOperation,1,1,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,SingleQuotationCharacter,1,1,question,SELECT-FROM-WHERE,180
DataSelection8,BracketCharacter,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,SelectStatement,1,0,question,SELECT-FROM-WHERE,180
DataSelecton11,StringType,1,0,example,SELECT-FROM-WHERE,180
DataSelection14,BetweenPredicate,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,StringType,1,1,question,SELECT-FROM-WHERE,180
DataSelection8,RightWhitespaceTrim,1,1,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,NotLogicalOperator,1,1,question,SELECT-FROM-WHERE,180
DataSelecton11,EqualComparison,1,0,example,SELECT-FROM-WHERE,180
DataSelection7,FromClause,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,SingleQuotationCharacter,1,1,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,SingleAttributeSelection,1,0,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,SELECT-FROM-WHERE,0.38,1,question,SELECT-FROM-WHERE,180
DataSelecton11,ReferentialAction,1,1,example,SELECT-FROM-WHERE,180
DataSelection7,SelectClause,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,Tuple,1,0,question,SELECT-FROM-WHERE,180
DataSelection14,SetOperation,1,1,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question2,SingleQuotationCharacter,1,1,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,SelectStatement,1,0,question,SELECT-FROM-WHERE,180
DataSelection9,SelectStatement,1,0,example,SELECT-FROM-WHERE,180
DataSelection7,Assertion,1,1,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,ComparisonOperation,1,1,question,SELECT-FROM-WHERE,180
DataSelection13,SelectStatement,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question2,WhereClause,1,1,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,WhereClause,1,1,question,SELECT-FROM-WHERE,180
DataSelection9,SingleTableSelection,1,0,example,SELECT-FROM-WHERE,180
DataSelection6,NumericType,1,0,example,SELECT-FROM-WHERE,180
DataSelection13,CommaCharacter,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question2,SELECT-FROM-WHERE,0.38,1,question,SELECT-FROM-WHERE,180
DataSelection15,FromClause,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,SingleTableSelection,1,0,question,SELECT-FROM-WHERE,180
DataSelection8,AttributeName,1,0,example,SELECT-FROM-WHERE,180
DataSelection6,SingleTableSelection,1,0,example,SELECT-FROM-WHERE,180
DataSelection13,ReferentialAction,1,1,example,SELECT-FROM-WHERE,180
DataSelection15,WhereClause,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,AttributeName,1,0,question,SELECT-FROM-WHERE,180
DataSelection8,NumericType,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,SingleQuotationCharacter,1,1,question,SELECT-FROM-WHERE,180
DataSelecton11,SelectStatement,1,0,example,SELECT-FROM-WHERE,180
DataSelection14,FromClause,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,NumericType,1,0,question,SELECT-FROM-WHERE,180
DataSelection8,SingleTableSelection,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,WhereClause,1,1,question,SELECT-FROM-WHERE,180
DataSelecton11,WhereClause,1,0,example,SELECT-FROM-WHERE,180
DataSelection14,SingleAttributeSelection,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question3,AndLogicOperation,1,1,question,SELECT-FROM-WHERE,180
DataSelection8,AggregateOperation,1,1,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question5,SingleAttributeSelection,1,0,question,SELECT-FROM-WHERE,180
DataSelecton11,LeftWhitespaceTrim,1,1,example,SELECT-FROM-WHERE,180
DataSelection7,NumericType,1,0,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,SelectStatement,1,0,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question2,AttributeName,1,0,question,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question4,SingleQuotationCharacter,1,1,question,SELECT-FROM-WHERE,180
DataSelection9,NotEqualComparison,1,0,example,SELECT-FROM-WHERE,180
DataSelection7,SetOperation,1,1,example,SELECT-FROM-WHERE,180
SELECT-FROM-WHERE_question1,WhereClause,1,1,question,SELECT-FROM-WHERE,180
DataSelection13,SingleQuotationCharacter,1,0,example,SELECT-FROM-WHERE,180
